"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1418834_at",87.6629,80.2165,97.087,80.1948,143.015,132.448,201.457,147.91,203.018,191.679,159.636,133.846,132.435,130.68,150.764,101.11,99.0943,100.863,128.593,138.262
"1418835_at",857.686,2232.05,2309.51,1136.78,1333.8,1564.62,2297.37,2178.66,2027.11,6854.25,2289.91,2421.42,1936.6,1932.33,1516.14,787.709,942.257,827.408,1109.86,4078.43
"1418836_at",565.649,787.362,716.327,534.266,750.844,919.406,952.187,830.36,1066.97,1110.25,942.93,965.422,1166.75,1078.82,1136.29,902.083,773.925,749.405,987.243,860.958
"1418837_at",813.888,1279.08,1016.17,906.451,1053.6,1234.91,1200.15,1197.3,1391.17,1509.34,1080.67,1172.53,1376.59,1271.94,1434.9,1334.44,1070.63,987.33,1476.47,1166.69
"1418838_at",88.4776,190.758,107.453,116.761,119.691,140.761,185.966,171.175,171.512,184.51,164.224,145.611,156.705,166.973,202.417,173.909,192.492,133.879,172.614,171.142
"1418839_at",29.0702,42.7531,32.6579,27.268,38.2426,36.5349,57.7273,62.97,59.087,41.7499,74.5105,60.3297,77.8652,45.5811,42.5779,28.6388,37.7806,44.8936,56.4383,42.0836
"1418840_at",1009.87,1087.49,605.136,793.408,1056.38,1457.41,1103.64,1474.25,1523.53,1893.96,1324.27,1176.69,1663.78,1363.89,1819.02,1353.23,1386.45,1166.35,1693.64,1202.56
"1418841_s_at",244.719,337.728,231.739,213.179,364.722,296.593,358.841,299.921,409.927,389.694,390.77,311.833,384.723,309.277,367.009,323.25,298.153,264.456,278.877,362.208
"1418842_at",11.5582,10.3289,30.5514,12.6905,20.915,45.0504,130.43,41.7776,65.7292,61.2859,105.404,99.6675,40.0018,104.945,62.708,112.389,48.1674,35.4236,38.1458,99.1906
"1418843_at",141.836,176.035,122.874,127.55,248.109,192.751,236.401,228.363,303.409,275.275,302,333.495,258.46,267.531,258.86,181.151,196.876,183.478,232.155,228.339
"1418844_at",138.54,176.178,106.765,95.0954,161.089,146.8,137.277,130.341,197.133,172.479,194.61,153.864,188.684,178.451,204.43,136.117,144.418,135.182,149.449,165.126
"1418845_at",4278.38,4463.78,3914.12,3163.17,4606.75,3867.3,3856.65,4243.67,4448.45,4776.58,4397.72,3814.66,4731.41,4262.09,4384.92,3943.29,3897.89,3680.75,4402.74,3671.18
"1418846_at",42.6196,37.7333,47.87,31.0675,54.339,35.2694,33.9346,44.4543,47.6663,56.8121,42.6284,45.1364,49.4502,46.3584,51.1799,37.4544,26.3941,46.9286,28.2082,36.2511
"1418847_at",9.00265,6.74984,18.6973,10.1728,19.3533,13.6307,61.6674,35.0668,50.6893,34.5076,49.5744,50.5659,19.8329,41.038,33.8655,27.1005,18.4337,28.2136,24.4647,42.658
"1418848_at",1.44886,0.940474,0.708486,0.422703,1.26741,1.15298,1.90607,1.55922,1.28251,0.712411,1.79124,3.26622,2.77252,2.36107,3.04331,0.76358,0.621483,0.721038,0.964212,4.13912
"1418849_x_at",6.55301,7.29213,6.14449,3.0053,0.980982,2.74984,6.04614,6.93013,5.98178,3.05064,4.86037,11.1157,9.78259,7.95635,7.82763,1.70328,1.44148,4.28101,8.43839,9.89913
"1418850_at",233.983,285.339,274.794,232.572,400.183,277.049,381.359,378.922,412.821,438.025,348.576,350.903,455.252,386.52,434.357,365.698,338.854,266.673,316.647,358.785
"1418851_at",82.9654,96.291,87.2691,62.9737,134.397,82.5916,101.75,85.6487,112.336,120.988,121.799,97.7337,112.604,93.6104,128.514,88.8,98.3015,91.6706,91.8795,111.868
"1418852_at",7.47446,16.4238,2.67544,1.42654,2.02642,8.59546,5.75005,3.20053,11.3531,10.7071,16.255,5.32582,7.36729,3.81263,12.6255,2.14634,6.29632,4.04684,1.86263,6.71013
"1418853_at",4449.04,5564.59,4771.43,4382.02,5350.72,4944.71,4174.88,4810.03,5291.07,5562.18,5103.35,4548.15,6055.83,5164.7,5594.51,4663.76,4393.54,4378.38,5322.65,3807.07
"1418854_at",164.88,262.792,211.932,155.298,306.814,252.871,350.699,231.475,378.778,376.186,380.426,353.758,334.11,333.116,445.741,250.649,221.26,209.42,246.285,340.162
"1418855_at",4.09947,0.351601,0.532,2.90859,3.22173,0.28034,0.823643,0.518519,0.762986,3.98928,2.56905,2.98953,3.72723,0.171804,0.449779,0.398007,1.97889,0.360545,4.92425,2.64529
"1418856_a_at",35.3838,51.2406,53.0355,46.9951,49.9548,60.2103,59.8452,67.6421,51.3692,48.7384,65.4677,79.4043,72.1488,72.2719,62.0059,46.9254,36.0044,51.5943,62.0402,34.2421
"1418857_at",19.383,27.1401,20.9125,18.9952,6.08462,17.5228,10.2325,17.0855,14.0706,5.16266,13.7907,2.25238,24.1568,13.7601,8.82954,22.1885,14.4161,5.56345,15.1816,1.89858
"1418858_at",2048.35,2413.1,1957.81,1965.28,3198.32,3721.94,2409,2877.91,3076.4,3574.53,2260.15,2122.58,3126.49,3176.84,3215.58,3027.82,2705.01,2349.16,3499.77,2620.03
"1418859_at",102.886,96.0608,64.3516,74.3335,158.538,96.3452,143.837,93.0841,152.333,136.681,146.455,144.445,157.223,119.78,167.393,101.215,115.701,93.387,87.6197,127.313
"1418860_a_at",118.052,212.022,181.534,145.285,165.882,126.046,136.749,141.902,175.913,159.7,153.879,167.218,157.707,180.235,164.156,126.709,140.388,119.867,174.985,111.341
"1418861_at",119.897,183.997,156.853,117.498,204.354,158.306,197.621,194.043,177.353,212.168,210.029,202.044,177.89,118.433,248.823,146.897,150.406,144.873,169.9,135.086
"1418862_at",441.681,603.158,395.191,390.227,611.827,676.351,861.271,792.385,792.133,973.589,731.984,688.238,982.147,791.398,931.574,769.316,851.373,580.93,842.557,796.646
"1418863_at",30.3084,51.4276,37.8418,29.4148,61.1718,38.872,75.1552,72.7522,84.3284,106.371,121.711,101.088,100.799,89.7083,91.18,85.416,84.9717,87.165,75.6767,69.4332
"1418864_at",0.369323,3.87706,1.27849,7.39478,2.08116,1.03499,14.0075,1.16763,11.3904,6.43864,12.3146,5.91202,4.34168,8.88831,2.84062,10.8826,8.78064,7.67844,0.803002,2.84239
"1418865_at",30.3486,41.3299,33.0169,32.7603,62.0838,54.768,68.0165,55.1221,74.4995,68.573,118.406,82.9509,110.153,100.938,90.385,69.8216,60.5843,64.2316,69.1309,71.979
"1418866_at",0.216291,0.743864,6.1593,6.17675,0.403874,8.93342,4.12005,4.03825,7.93595,6.05906,10.9885,9.31817,5.0752,6.93363,10.3804,3.83885,0.946469,5.56412,5.39309,2.44241
"1418867_at",1.34664,2.86543,8.8611,11.1779,6.6106,3.1778,0.970008,2.28806,2.17195,0.904673,2.15668,6.90999,4.31128,2.67919,8.37979,2.57523,7.42595,6.50139,14.9732,14.3142
"1418868_at",4.15177,7.8119,2.51416,0.467695,5.43644,10.5882,10.5808,9.82609,2.35188,5.67645,5.1563,12.5395,0.592688,17.4503,8.07512,11.6815,0.938452,8.57933,11.8908,1.96048
"1418869_a_at",163.89,281.215,221.842,184.73,253.134,175.607,232.135,186.258,237.22,247.977,267.285,242.173,246.146,220.813,268.541,166.906,169.565,178.114,185.544,215.703
"1418870_at",4.95,14.6256,15.1155,6.97955,17.0785,12.5254,15.3102,26.0144,11.4038,16.0499,9.63914,18.9682,17.1389,12.0933,2.86543,18.5127,15.646,18.6282,20.6989,14.7343
"1418871_a_at",8.77437,11.2459,6.79281,1.70498,3.78949,1.24806,20.4307,1.64917,1.33844,0.654299,9.12343,19.0751,3.44167,4.34449,8.72221,0.747903,12.4827,9.54173,5.10666,0.697501
"1418872_at",2.01634,14.2974,12.1629,9.75677,5.43924,17.8525,17.0968,11.9314,24.3649,17.6648,22.959,37.2915,18.0042,14.6996,24.7179,13.8694,6.83074,11.8502,14.6678,16.0749
"1418873_at",3.43354,2.0068,4.77732,0.408767,4.61992,1.49553,5.04762,5.85312,0.769578,4.46627,7.07006,10.1015,5.18837,1.41815,3.05521,4.3134,4.6205,0.871767,7.05991,3.70181
"1418874_a_at",1729.31,1315,1219.18,1074.57,2191.45,1098.71,1289.23,1125.46,1431.12,1633.17,1461.32,1379.86,1258.25,1310.88,1448.39,1151.53,1228.01,1246.62,1155.04,1135.36
"1418875_at",13.9392,15.6194,18.611,13.3558,23.2088,13.8205,16.4394,7.52643,13.7788,11.2185,21.4267,13.0017,11.0645,14.5218,17.5441,7.29222,9.21292,11.7065,16.2846,12.065
"1418876_at",1.71464,0.283334,0.426801,2.49299,0.502436,5.4563,0.167767,0.136711,1.50193,1.97412,0.24494,0.524489,0.734193,0.322831,5.31518,0.417157,0.789934,0.516163,7.41519,0.389013
"1418877_at",0.655701,0.222231,2.69205,2.21554,0.645168,0.347645,0.859521,0.336749,0.290894,0.229751,0.179683,0.188399,0.974404,0.431856,0.775724,0.645166,0.257794,0.355717,0.233975,0.783281
"1418878_at",3.23624,4.66625,10.3133,8.01496,4.75102,9.13345,3.16232,4.26598,5.67149,6.16886,4.90806,8.38725,13.1219,7.05571,9.78821,7.89096,3.88007,6.44518,2.27226,1.45248
"1418879_at",23.0009,23.2636,24.9127,28.7822,24.102,28.8511,29.9064,22.6565,39.0043,50.0885,34.4111,41.2395,48.831,22.7136,48.4297,14.2718,22.9467,20.3545,34.7794,30.7591
"1418880_at",3.99196,27.2911,20.7648,11.2522,30.154,8.54967,28.1951,19.7416,31.5392,29.9036,33.1945,46.5529,43.2079,48.8384,29.1609,21.7873,22.9365,20.7771,22.9453,12.3821
"1418881_at",39.9222,44.2885,48.114,33.1631,68.8877,50.9994,45.0288,48.3694,43.3172,58.4403,92.8781,61.6121,74.3599,80.7601,69.117,46.809,53.3458,49.1485,61.8243,64.6155
"1418882_at",1.79552,11.1052,13.0569,0.948399,11.9183,3.1095,0.994715,8.31666,13.8989,5.41545,1.85672,1.91635,1.22639,1.70609,2.933,1.79906,2.2077,1.81998,2.72686,2.52745
"1418883_a_at",4722.58,4936.08,3709.38,3382.15,4781.67,4622.09,4830.75,4963.01,5506.61,5489.87,4999.23,5052.45,4460.36,5130.57,5612.46,4087.52,3550,4199.56,4135.63,4002.3
"1418884_x_at",73.4064,99.6796,72.6791,103.573,149.447,178.619,395.536,181.039,267.724,333.288,295.741,325.991,146.158,291.156,314.57,166.307,160.151,111.463,245.015,403.539
"1418885_a_at",957.939,1150.71,821.519,811.21,1216.08,896.175,971.103,942.791,1153.16,1184.79,972.971,1067.64,1412.42,1052.03,1265.76,827.027,908.76,837.136,1114.16,866.74
"1418886_s_at",1917.05,2100.61,1688.4,1530.16,2676.6,2066.58,2154.08,2285.48,2580.07,2663.7,2298.2,2106.47,2606.33,2177.59,2486.8,1952.48,2071.47,2002.62,2339.8,1933.15
"1418887_a_at",140.75,179.506,159.354,95.1025,228.288,140.782,222.609,139.572,237.437,239.976,281.317,208.138,240.348,235.44,255.186,169.797,168.271,142.723,165.756,210.594
"1418888_a_at",1928.98,3013.54,2224.76,2120.55,3063.08,2594.33,2401.2,2549.81,3202.88,3336.18,2575.1,2744.97,2862.87,3145.16,3616.64,2846.15,2706.1,2145.68,3057.22,2549.02
"1418889_a_at",60.4958,94.88,63.2445,63.8009,89.6982,93.8107,119.748,91.5427,104.017,103.435,115.26,111.759,113.349,87.6149,103.49,97.1617,77.3716,110.66,98.5415,81.5044
"1418890_a_at",44.6999,97.7887,71.1002,63.6801,76.1039,80.3692,108.248,76.9446,107.445,83.9467,221.094,164.66,158.21,136.225,132.144,70.1491,83.2426,104.398,76.7725,132.677
"1418891_a_at",60.0185,100.536,57.1763,42.3895,103.11,59.6949,115.485,63.1833,83.0602,105.619,156.676,137.972,126.651,134.267,136.596,75.5302,59.3465,85.2857,76.5154,104.109
"1418892_at",40.914,37.8951,42.5699,31.107,51.0859,95.7556,86.4028,109.543,89.2439,116.168,122.496,100.398,66.8622,84.7501,128.988,52.1921,68.5354,54.8624,116.104,84.8087
"1418893_at",142.512,217.327,148.488,123.742,230.313,186.386,259.199,209.106,218.295,260.177,297.789,280.617,288.419,272.694,259.857,237.784,193.569,191.015,221.272,236.49
"1418894_s_at",39.0642,59.2639,48.0679,42.7928,52.6583,55.3129,76.8074,85.6947,68.5969,75.3457,98.7792,86.938,89.8615,87.7178,87.7338,82.146,55.8392,52.6654,73.8636,72.0131
"1418895_at",227.748,334.223,226.506,215.505,314.477,313.159,487.874,328.706,409.065,390.768,430.643,463.148,420.616,496.535,502.639,355.26,321.394,327.869,333.206,482.279
"1418896_a_at",505.005,728.661,534.618,495.762,834.003,542.198,686.575,547.652,769.598,846.17,906.361,775.038,838.815,726.269,893.456,731.405,641.818,623.168,670.225,732.327
"1418897_at",8013.63,9771,8265.52,8350.94,10070.5,8360.78,8090.48,8608.41,9345.89,9540.98,9198.6,8066.16,9685.35,8777.89,9125.12,8472.35,8152.55,8081.3,8290.12,7784.11
"1418898_at",25.6557,24.378,31.1288,24.7955,45.2163,34.4868,46.1396,40.7319,68.3713,50.8183,38.4416,50.8649,56.0963,49.6575,44.7674,26.9479,35.3392,31.2647,27.0546,33.8954
"1418899_at",231.31,311.379,233.655,209.392,384.646,310.079,288.587,250.93,404.317,435.153,339.914,343.66,336.349,342.895,427.52,267.524,252.915,269.411,298.979,295.871
"1418900_at",41.5124,34.822,26.5137,22.0606,55.0521,34.2416,44.0025,53.5061,49.9108,73.0341,73.8406,54.4411,62.7396,54.7845,88.7066,45.6399,40.3727,46.137,49.9783,46.3387
"1418901_at",3484.54,6287.35,4179.98,4552.23,5202.78,2426.68,4210.42,3911.83,5514.25,4640.76,3519.82,3138.31,4918.59,4639.04,4475.71,3110.22,3724.85,3854.9,4255.06,4023.34
"1418902_at",53.2105,79.1581,51.2587,56.4613,53.549,58.1283,69.0479,54.5995,82.7684,76.9871,69.1945,73.014,59.0065,66.1882,71.3798,60.9076,57.4276,55.5777,73.4955,76.7314
"1418903_at",7.43678,16.0897,11.0637,3.06734,19.3384,15.7629,3.03894,16.8131,14.8529,5.79351,9.57885,22.8693,24.91,21.3248,32.7586,14.4326,10.024,25.2437,6.8902,14.1522
"1418904_at",0.339268,4.79055,3.80045,1.30825,7.27582,1.69714,4.27438,1.59554,0.46538,1.14145,1.25084,1.88834,7.8626,6.58392,4.6994,1.06833,2.77609,1.04281,3.81976,5.47867
"1418905_at",132.044,185.47,157.312,102.106,204.599,216.97,250.776,150.079,220.604,265.142,242.052,292.528,336.102,203.804,296.707,145.706,126.359,208.054,175.325,141.916
"1418906_at",40.3419,66.2791,53.7165,39.6212,71.7619,69.9065,69.3758,60.7264,103.729,95.2496,120.565,105.845,98.0047,93.502,103.839,81.9171,68.8548,78.6153,89.093,64.6264
"1418907_at",3204.77,4569.81,3238.18,3247.33,4509.84,4223.87,4498.14,4801.13,6138.7,6070.82,5667.32,5239.69,6286.69,5320.72,5646.07,4209.86,4253.4,4275.25,5075.72,4229.7
"1418908_at",33.6259,35.9041,30.6504,36.1761,38.9851,102.029,111.692,134.59,139.873,158.346,112.406,144.949,72.0218,138.887,153.599,65.9409,72.0373,75.7902,110.484,160.522
"1418909_at",5.88416,10.0747,22.4841,19.5012,14.5406,8.38771,14.3683,13.2524,13.9664,8.71407,2.81258,30.2851,17.5454,26.3988,17.4919,2.30244,10.7311,7.21513,19.8313,10.8293
"1418910_at",12.998,16.6157,11.6842,10.9902,11.1352,7.89724,7.38316,20.7121,19.1827,17.1028,7.04687,8.17885,9.45886,24.3873,9.36456,10.9657,20.694,2.85992,11.5416,10.3906
"1418911_s_at",107.985,164.987,152.206,124.003,130.79,141.858,133.604,154.825,180.399,151.037,169.147,203.317,199.264,191.914,133.006,102.813,105.984,120.713,157.674,139.648
"1418912_at",12.3437,15.3333,19.1709,17.6954,0.89481,31.6813,52.1212,40.1767,29.7992,38.3551,38.9602,54.4117,31.9739,52.2972,71.0248,24.1373,27.3752,19.2901,56.6957,71.0364
"1418913_at",608.507,1107.55,683.201,763.296,951.484,741.411,1027.65,937.257,1356.15,1268.46,957.525,1008.7,1188.68,1125.73,1258.69,859.534,823.456,694.642,1092.48,791.651
"1418914_s_at",2290.03,3830.86,2478.92,2825.79,3460.46,2536.16,2391.39,2536.91,3649.55,3472.05,2580.81,2603.87,3479.66,2833.43,3428.26,2627.24,2540.84,2457.29,3256.61,2195.17
"1418915_at",166.229,246.798,164.386,173.358,194.368,220.412,230.592,235.722,285.25,305.048,230.383,262.936,287.021,247.919,234.124,182.406,217.689,200.477,273.482,188.776
"1418916_a_at",1501.47,1810.13,1700.89,1419.13,1951.41,1421.6,2168.83,2031.15,1799.2,1718.7,1678.24,1500.79,1769.62,1846.78,1847.1,1426.64,1847.7,1545.27,1729.34,1609.19
"1418917_at",6.82758,2.53449,21.7621,0.884428,3.12088,12.591,8.72907,13.8851,18.7157,18.8766,4.62165,4.51951,8.10634,2.50338,13.8656,1.83679,14.1707,2.28357,7.75898,0.875705
"1418918_at",5773.7,10019.4,5829.48,5988.72,6082.21,1438.01,5836.69,4096,4711.04,3816.32,7410.56,4329.06,5880.61,5290.86,4698.91,2265.23,2473.09,2570.68,3334.14,3358.79
"1418919_at",0.714965,1.72441,2.22782,1.35778,1.58592,0.822224,5.6411,2.09086,3.07294,2.22885,2.46741,1.92872,2.67834,2.5818,3.37424,4.39658,0.901367,1.42494,1.5846,7.31399
"1418920_at",13.1287,17.3346,20.0067,3.12759,20.395,16.724,23.2924,18.4206,23.3023,21.258,23.7146,20.4213,32.0505,17.5962,30.0195,16.1804,19.9435,17.6283,19.1027,18.7724
"1418921_at",7.66268,20.0974,6.35429,9.52232,31.0309,10.5062,29.0725,27.1537,30.1832,33.2149,28.3941,36.1308,11.5824,11.9193,23.366,25.4373,29.8662,12.8757,24.9518,26.573
"1418922_at",8.12028,10.0061,15.6224,2.77478,19.9689,8.88706,16.6313,14.8312,13.3059,3.20753,2.37395,11.5587,15.0233,12.1934,17.4504,15.4081,14.1839,9.30225,14.8441,11.7767
"1418923_at",643.737,719.456,636.065,536.77,935.472,619.27,409.895,489.299,726.656,885.12,476.125,416.63,632.225,606.522,727.792,637.674,668.919,542.446,725.165,570.574
"1418924_at",187.112,228.127,195.684,131.593,291.537,212.946,225.227,197.528,228.179,225.567,262.341,235.196,279.304,203.707,281.974,164.331,150.63,200.975,215.899,207.069
"1418925_at",45.2441,48.9509,64.1979,40.1148,85.568,94.1715,67.8671,79.0834,85.1796,116.67,80.6431,48.1637,92.8363,86.0872,115.639,79.5036,61.392,67.1286,85.2236,54.6314
"1418926_at",173.738,211.968,163.56,156.823,218.575,254.349,245.5,252.325,284.141,336.787,241.328,240.273,308.782,272.847,296.713,227.759,199.008,150.515,205.524,232.421
"1418927_a_at",233.734,488.744,364.359,257.548,468.786,327.848,313.703,321.116,466.262,478.654,453.075,354.451,447.914,418.074,478.066,398.385,359.186,288.359,401.518,323.775
"1418928_a_at",103.017,90.6323,80.4572,74.5001,104.186,80.826,100.323,61.1465,80.779,95.2729,94.8465,110.216,71.9751,104.983,112.035,83.1522,68.4383,60.1104,52.0291,71.7329
"1418929_at",3.94828,22.5045,18.6921,9.10992,14.5696,22.0496,37.5274,25.8933,26.4991,23.2749,43.6014,39.1795,29.7693,27.3981,32.7149,25.7306,18.7112,29.9305,31.1397,38.3537
"1418930_at",30.2245,39.4262,16.2724,24.8641,45.6716,149.334,260.541,111.551,181.067,173.139,360.066,214.493,155.277,154.454,252.2,96.6597,139.799,97.2085,81.3302,169.73
"1418931_at",9.11728,24.0034,19.3475,10.9695,23.4861,11.2671,23.441,19.3421,23.1698,22.7856,22.8473,22.9227,35.9764,27.8698,20.6494,11.7879,28.6563,18.1498,18.6324,19.9008
"1418932_at",197.815,610.134,243.951,257.154,408.152,489.385,428.041,514.205,571.756,510.265,765.913,573.916,659.251,606.66,879.445,349.603,383.609,329.928,303.167,424.767
"1418933_at",0.417211,0.649839,0.599077,0.367421,0.552678,1.00712,2.14244,0.691033,1.32315,0.745028,1.00146,0.617093,2.1738,1.42721,0.940586,0.949015,1.53296,1.10167,1.82096,0.517831
"1418934_at",18.2847,16.8145,18.1372,23.032,31.4869,26.1576,23.5083,30.3035,38.9622,28.2244,49.3213,38.2351,30.075,34.7246,36.7424,14.0226,16.8175,25.9839,27.924,23.6405
"1418935_at",5.26768,3.75236,1.9711,5.45962,16.9896,1.88779,11.4423,1.35348,1.42221,1.66555,7.39803,3.04052,3.47476,2.85655,2.20187,2.04074,2.04861,10.1474,1.76699,1.59011
"1418936_at",90.5349,116.734,81.1854,97.7326,124.598,34.866,115.001,26.4189,95.5039,95.4185,53.9562,65.3376,64.2091,63.3866,110.217,21.9687,48.3857,19.9073,38.4346,91.0382
"1418937_at",7.49482,10.6743,11.4435,0.397157,7.2534,2.94533,20.9754,12.3512,5.76896,4.4395,7.67553,24.1388,16.0817,14.7198,12.2964,2.08121,10.9626,6.17108,14.3744,11.5926
"1418938_at",8.99308,12.636,13.4289,3.33685,8.09797,15.2515,12.2465,20.0047,2.16776,14.4657,22.2506,30.6853,23.7124,24.0277,22.862,7.96979,18.1415,10.3462,15.9734,13.137
"1418939_at",22.0564,14.9277,36.5785,27.6961,59.385,39.6028,63.2732,73.4175,89.4688,84.836,43.3413,73.7068,38.9805,74.0183,66.1323,68.5093,53.748,51.507,59.4941,65.2699
"1418940_at",109.075,188.079,111.328,153.791,129.469,234.265,156.732,235.11,210.925,193.835,120.364,142.37,201.499,161.641,213.91,208.108,218.494,127.281,265.108,152.89
"1418941_at",2.74373,3.64205,3.7116,4.98326,7.47008,8.06656,7.30766,10.343,14.4115,10.0898,10.2878,5.6397,15.2317,7.65714,7.51859,7.40064,7.9731,7.56845,4.00317,7.71814
"1418942_at",34.6752,49.3769,42.8638,45.6408,42.4832,53.4269,79.889,64.1283,87.0183,96.0609,86.3746,86.8381,81.5244,82.1293,100.796,66.1397,76.9805,59.1518,85.7558,69.7011
"1418943_at",37.7206,52.5763,53.8572,41.1065,50.695,64.9495,71.9124,62.7078,95.8546,87.614,76.7529,93.1057,74.7632,83.9096,104.197,53.6428,67.2577,57.9731,63.7171,71.4989
"1418944_at",8.28817,7.84623,5.59887,5.90056,4.27015,10.0559,19.0941,18.7395,25.2957,14.878,12.8543,17.3292,16.5105,17.8135,18.2937,7.0913,3.27814,11.4867,8.70837,13.3783
"1418945_at",4.4802,1.26385,1.42097,0.827536,7.02767,4.95956,0.698855,4.12037,9.06844,10.7296,11.9663,12.0897,13.7179,6.06372,5.96599,2.10765,6.54629,4.00748,23.8147,1.72549
"1418946_at",155.927,199.913,159.956,167.449,242.664,223.908,231.246,229.832,278.433,267.496,215.292,247.197,396.136,232.525,239.057,203.973,239.88,238.742,260.408,193.987
"1418947_at",27.6772,60.2583,34.7703,33.3977,44.3696,42.1711,58.9117,78.3762,40.7788,60.7253,59.8103,61.8154,60.8335,60.0843,80.0072,55.6768,46.7575,43.519,47.6646,58.3582
"1418948_at",2.19722,1.67102,4.37212,3.63907,6.34598,2.84714,1.21034,15.7612,11.1311,1.36298,8.58924,14.3656,5.61496,2.56483,18.4386,2.41481,13.5387,1.87814,17.0089,10.4176
"1418949_at",224.518,579.408,118.719,212.546,1157.04,543.316,1612.74,1469.05,1519.31,1353.9,849.389,795.195,1657.73,912.816,2463.25,910.207,1126.41,1173.19,1580.59,952.973
"1418950_at",8.87963,14.9183,16.776,13.3169,17.0898,12.3907,1.66405,7.03588,6.36251,8.21538,13.0619,16.343,13.5508,13.7768,17.1724,5.15634,10.9939,9.9113,8.94104,13.0253
"1418951_at",11.2604,3.24409,5.63218,2.88206,5.24937,1.3547,1.9801,0.356495,0.136655,0.226739,7.11415,3.84224,0.278774,5.26799,4.81413,0.606062,4.2243,2.37118,0.851805,0.724153
"1418952_at",75.0196,63.2992,5.96801,5.66982,42.858,34.3187,34.3753,64.4238,46.4201,106.946,54.3522,57.1425,75.7519,51.8339,46.754,21.0745,54.7031,83.0739,36.4147,56.3602
"1418953_at",13.1418,12.9642,0.909841,3.47874,11.5888,9.65893,13.0517,8.58209,13.9553,17.7097,11.6996,10.6343,16.8638,8.24783,7.92798,6.21812,12.27,7.50938,10.7506,16.0583
"1418954_at",10.584,24.1061,13.8098,19.8852,28.7297,24.8362,15.0979,16.3098,20.1405,26.2234,25.6165,18.8832,29.5263,12.3727,30.2201,18.124,30.5859,16.8705,25.7792,16.3132
"1418955_at",26.7372,30.2614,22.5346,15.4078,34.3506,24.6405,32.5413,39.9905,35.1873,34.0745,33.1565,40.1649,36.1718,39.9328,49.117,26.7248,25.9853,30.7557,27.8851,39.8532
"1418956_at",1.11875,2.60552,6.13104,1.73544,1.46812,1.6513,1.97703,6.61439,11.1301,0.882183,1.38607,9.48859,7.48442,8.62668,1.52194,6.58199,1.07778,1.91947,1.24519,7.17305
"1418957_at",3.75909,17.9498,6.8887,5.63848,10.0813,13.1305,10.946,8.63319,1.84013,10.1346,12.3345,8.48781,14.3101,2.54784,5.99147,2.88276,6.91316,12.622,1.37079,15.8615
"1418958_at",22.4416,3.99155,19.8058,14.6671,38.4452,10.4868,20.645,19.1822,13.3714,27.0246,8.67672,29.6749,23.5339,21.1137,30.2764,11.9815,9.95236,21.0805,2.46123,13.5198
"1418959_at",1.76078,3.912,7.44269,0.909066,8.17439,9.41154,3.04483,8.60017,12.7309,2.66906,1.60092,2.70566,22.05,4.2255,8.78346,10.15,2.53273,1.41941,2.37855,1.02262
"1418960_at",80.1805,128.59,118.83,72.427,128.531,121.539,169.577,123.175,175.452,200.757,193.241,194.167,178.178,147.949,175.713,116.675,131.913,101.82,118.889,130.606
"1418961_at",17.0084,27.2742,29.6005,18.6175,36.4927,39.4079,61.1928,51.1895,51.8012,47.4427,73.6678,87.7876,65.0596,65.715,58.7553,38.2234,44.4358,48.624,52.0021,57.2512
"1418962_at",45.4112,47.4597,44.848,41.4213,58.615,78.6117,155.938,67.428,94.6256,90.2891,129.987,138.01,101.441,110.201,102.648,89.697,79.7918,61.629,77.4317,130.09
"1418963_at",204.314,250.449,234.529,213.434,292.527,423.582,373.842,358.844,456.849,475.843,365.521,314.988,372.086,353.444,387.755,266.524,315.331,275.435,376.806,272.777
"1418964_at",20.2296,42.8159,24.0794,28.9368,34.1644,30.0755,42.5586,44.0307,61.4515,44.6876,57.7807,53.5561,44.0621,54.4248,47.3356,37.4045,29.1697,35.5315,32.4501,41.7674
"1418965_at",68.1035,127.891,98.8576,84.8157,113.971,76.2655,118.359,108.26,147.352,148.562,159.728,152.049,133.444,142.426,91.5851,103.074,73.4054,103.558,134.124,82.0184
"1418966_a_at",26.8395,29.5019,33.4095,24.4293,52.0731,27.4988,57.0289,41.4188,74.1625,61.2615,58.319,46.4816,57.4118,68.0374,54.7662,37.8501,30.3054,33.8807,43.8971,66.7459
"1418967_a_at",63.0543,72.4543,49.108,64.7069,68.6488,58.4459,89.8457,57.0472,92.508,55.5669,81.0357,62.6959,67.8069,88.1898,101.759,51.7327,50.3021,62.046,65.9505,66.1701
"1418968_at",190.963,261.68,217.664,206.225,257.103,248.294,333.283,243.494,402.462,388.403,337.872,346.297,322.709,308.592,333.956,249.673,252.053,237.379,258.021,289.601
"1418969_at",5.57297,5.4257,13.4949,3.87498,11.334,26.5629,27.7045,15.4392,42.164,21.6852,17.1007,21.122,9.89105,21.8772,30.692,9.96061,10.3876,20.4592,11.8363,11.3454
"1418970_a_at",164.076,232.749,178.305,162.182,335.506,328.966,454.761,298.142,435.5,413.42,412.371,396.561,415.981,368.209,403.831,281.751,269.588,270.656,265.747,365.148
