"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1416722_at",88.4426,110.93,102.283,78.4158,126.257,115.369,103.952,108.013,110.847,128.081,134.865,124.018,132.832,101.983,165.194,87.8709,109.083,108.052,88.0058,95.4936
"1416723_at",111.3,170.046,156.002,119.196,238.675,282.977,394.693,306.614,415.563,411.162,365.145,372.154,354.985,352.974,449.189,272.777,246.752,252.175,319.489,382.717
"1416724_x_at",59.5315,53.655,48.2601,35.7845,72.1791,71.6284,125.877,101.341,115.14,87.4966,104.727,85.5499,97.4309,116.839,125.059,54.4999,68.9529,67.512,94.0803,66.7527
"1416725_at",2.50074,12.1676,3.63257,5.42928,4.29155,5.60525,6.6026,12.2363,9.23911,11.0293,4.89128,8.92587,1.53167,11.5614,15.1777,5.67937,3.63331,8.82356,15.8386,6.07627
"1416726_s_at",278.366,415.024,203.842,286.889,500.245,412.798,477.985,508.936,334.866,628.085,392.454,624.063,580.082,640.539,561.125,361.946,408.277,238.048,434.619,498.132
"1416727_a_at",7567.88,9841.08,7495.74,8457.43,10296.6,8729.28,8426.12,8875.16,11244.7,10805,9834.89,9397.26,11277.7,9762.27,10885.6,8438.97,8708.08,7896.53,9613.5,8777.99
"1416728_at",858.399,1228.83,1021.18,890.73,1538.39,1208.59,1376.85,1281.47,1363.24,1461.09,1416.38,1467.09,1475.81,1355.77,1476.42,1199.27,1150.1,1154.34,1381.24,1231.49
"1416729_at",9447.56,11400.1,9775.19,9560.29,10810.9,10517,9956.16,10313.3,11095.4,11372.2,11133.3,10323.2,11528.1,10568.5,10957.9,10389.2,9698.54,10238.9,10401.1,8954.16
"1416730_at",1230.77,1711.26,1455.65,1085.45,1658.32,1582.65,1754,1817.87,1901.07,2081.02,1667.28,1593.21,2116.25,1514.96,1834.36,1388.37,1441.89,1657.42,1939.99,1442.06
"1416731_at",277.702,462.116,275.595,290.923,467.939,402.805,465.82,448.266,615.836,592.159,621.638,590.662,666.429,591.981,634,429.621,395.68,424.134,427.896,488.091
"1416732_at",14.0391,24.8678,17.6176,14.76,37.4022,29.4272,40.0844,44.7957,48.1868,42.784,41.3139,62.6536,46.364,48.2708,61.979,28.5068,36.2579,36.6517,20.5683,36.2451
"1416733_at",395.133,455.442,348.627,311.461,527.398,448.353,511.371,375.574,603.545,629.254,595.705,496.258,648.735,442.033,583.718,447.696,509.587,425.051,530.278,499.3
"1416734_at",12.8327,8.38072,2.79662,7.94095,9.35263,6.06451,11.8192,11.0364,2.11796,10.7491,18.6973,14.3101,2.39532,16.6563,15.5145,14.2633,1.2276,6.0098,8.3456,9.83395
"1416735_at",327.975,478.792,419.642,353.233,528.76,702.236,1265.04,833.854,978.768,858.082,1011.3,1106.38,862.295,1069.09,1072.9,629.407,534.41,691.848,626.263,930.644
"1416736_at",103.107,189.468,174.288,131.527,152.79,135.747,144.133,109.445,135.403,127.458,174.05,161.047,127.265,145.591,179.389,106.546,96.9643,128.484,108.876,124.992
"1416737_at",4.36069,41.6758,4.57484,14.1955,13.6982,15.6928,21.0581,16.8646,37.8644,38.1475,19.4603,29.7329,12.0057,25.0421,25.9209,19.2215,17.2722,17.6781,24.2647,21.5371
"1416738_at",797.823,1231.68,919.457,874.284,1002.15,735.585,912.952,866.717,803.289,871.717,1186.68,1024.68,1026.7,782.055,802.086,785.443,691.17,829.253,815.194,810.291
"1416739_a_at",91.4818,113.671,70.1899,77.657,107.279,95.5762,140.222,107.426,133.897,134.239,152.608,148.561,125.225,102.263,133.687,113.612,100.553,116.441,118.539,76.575
"1416740_at",44.6435,35.1308,34.6129,29.8665,52.0255,65.1712,120.948,70.2459,97.326,85.3356,98.9162,134.168,56.8644,114.066,101.394,44.7115,54.7073,51.5833,61.7954,106.17
"1416741_at",3.26179,3.09138,9.99809,4.03623,3.665,19.9434,18.0686,4.23932,12.9932,19.9917,14.0278,37.8157,30.4695,18.2987,8.24144,15.3077,19.8259,3.59099,9.90966,20.9515
"1416742_at",533.026,608.118,400.157,394.681,656.801,442.323,544.138,430.505,614.998,631.153,590.253,587.358,556.42,576.198,660.967,476.819,431.595,422.517,463.924,571.817
"1416743_at",239.543,272.103,212.66,193.729,382.939,334.533,370.305,364.169,478.983,525.909,458.549,356.017,432.791,414.181,487.648,283.928,326.341,291.632,361.924,346.565
"1416744_at",3.25557,1.15836,3.23297,1.7336,7.15557,13.9485,0.94459,5.97717,8.55097,12.2548,1.52276,1.13156,1.61557,1.64753,12.525,1.8235,6.74021,8.2653,12.654,7.61812
"1416745_x_at",17.4364,18.7338,17.4003,11.2606,17.8866,15.5202,12.223,23.155,30.4119,27.1786,26.2738,16.4958,22.0342,14.3569,17.9754,4.86882,9.83235,12.0823,16.8315,22.4203
"1416746_at",158.414,160.59,149.162,135.996,269.239,147.224,262.014,176.092,241.601,242.408,225.154,203.211,181.407,242.583,308.683,212.521,215.15,210.107,168.387,268.208
"1416747_at",145.813,189.757,171.654,93.0191,214.015,193.694,232.669,156.911,205.138,223.23,235.689,246.358,217.356,230.353,267.536,234.725,191.241,196.834,198.516,272.245
"1416748_a_at",22.837,31.9606,13.6503,23.1235,27.2634,24.7715,34.9107,28.9102,35.0411,30.2774,35.4204,31.6528,31.8761,39.374,38.7537,25.3641,30.996,23.854,30.688,29.3153
"1416749_at",22.733,13.5956,7.02565,16.2821,35.6201,43.3701,81.9055,47.4985,55.0355,66.201,99.1109,108.428,42.9218,66.1311,69.7956,43.3573,28.6756,37.907,69.012,78.9536
"1416750_at",432.156,474.749,421.63,300.124,874.785,574.49,764.898,652.321,782.67,827.343,790.164,773.268,703.88,713.299,821.816,683.01,671.239,667.499,811.74,556.508
"1416751_a_at",79.3427,99.5199,85.1129,67.2466,141.095,108.739,136.738,109.004,145.914,153.902,142.322,155.602,167.295,140.008,162.444,137.596,139.152,107.581,144.89,121.442
"1416752_at",1.67449,2.11024,1.27622,2.34759,2.89847,2.60653,0.723722,1.37806,1.41129,1.77542,3.52447,1.44467,3.09458,2.39848,2.07983,0.770151,1.01972,1.93904,1.85952,1.08402
"1416753_at",20.8287,38.1198,39.0433,40.6969,27.7358,40.5594,26.2078,38.0502,64.2989,35.8329,52.1246,34.9258,38.4708,29.4608,36.7139,32.4143,17.7566,32.2419,34.2875,37.6512
"1416754_at",1.56608,1.6849,4.45004,3.57012,3.72152,4.10969,4.54626,4.3374,2.58163,3.33816,4.59325,4.85156,6.25502,5.61308,10.5654,4.91314,10.7236,6.94486,2.36548,1.47253
"1416755_at",472.952,652.352,890.321,344.727,707.102,283.321,456.243,354.911,629.07,747.915,355.225,387.816,400.498,399.529,587.674,360.177,391.085,319.621,363.552,431.249
"1416756_at",173.285,180.93,217.122,119.522,294.236,165.525,209.606,201.868,311.918,373.521,223.026,200.079,234.076,242.712,284.806,115.391,192.113,183.893,172.449,261.405
"1416757_at",2.24761,10.1956,0.658352,4.17328,16.1365,8.20052,27.877,14.7239,15.6422,20.4811,13.8932,18.7796,11.891,29.9161,18.5919,11.3614,5.99346,6.71971,26.6729,25.4852
"1416758_at",39.6952,54.5517,42.4086,62.4575,47.0671,72.4333,67.1827,65.2325,81.2036,71.5888,65.6137,51.8368,67.1406,74.9271,74.7987,54.8481,48.4728,28.0005,56.3967,60.9136
"1416759_at",0.657556,3.66213,3.80885,4.28281,1.22974,8.68691,35.7312,6.44976,14.5877,22.1402,30.9979,34.5184,16.7419,23.8934,21.0747,15.9774,6.35738,10.7168,8.03713,28.2172
"1416760_at",16.5257,13.3271,24.7995,29.4802,35.4982,35.9241,6.21499,30.6657,41.7867,50.0817,21.1072,29.8887,57.0495,42.123,48.7992,35.7069,19.5473,7.77259,32.9782,15.2952
"1416761_at",1.25489,4.52836,1.96442,1.18673,16.7484,6.15434,13.1335,4.57805,30.924,13.9146,12.0721,12.8896,3.12107,2.271,2.23149,2.21529,1.90947,4.4341,9.86839,1.37509
"1416762_at",1524.55,1350.58,1264.94,1064.09,2090.37,1752.38,2545.34,2121.57,3094.35,2980.94,2262.92,2357.73,1815.12,2376.69,2529.36,1971.21,2258.57,2311.37,2536.21,2803.4
"1416763_at",523.819,639.057,479.347,438.828,739.054,702.667,709.018,630.461,856.044,894.563,837.6,718.716,882.242,804.858,855.214,591.973,615.126,643.212,729.883,624.25
"1416764_at",631.062,874.166,767.112,569.032,929.104,703.827,820.174,688.026,947.879,982.983,917.197,928.645,973.328,965.32,1064.52,885.413,753.077,756.83,881.845,849.318
"1416765_s_at",1032.84,1105,886.889,752.219,1362.82,668.038,813.247,715.872,999.326,1070.06,1001.99,861.129,970.277,887.107,1043.37,777.091,762.987,717.72,765.308,833.2
"1416766_at",4917.98,6259.16,5193.74,5103.34,5222.37,4852.75,4630.56,5292.24,5424.4,5439.36,4725.86,4584.65,5105.19,4705.18,5089.15,4885.39,4823.59,4540.19,5248.06,4412.05
"1416767_a_at",703.197,846.698,581.664,604.661,879.978,678.985,771.365,829.28,1035.26,1048.92,894.123,815.102,928.916,969.371,1059.56,713.027,654.829,651.795,1011.03,804.498
"1416768_at",853.017,1194.83,811.108,834.466,1224.21,1218.68,1205.9,1135.44,1386.62,1470.72,1263.84,1184.82,1249.96,1324.26,1407.01,1105.61,1075.98,1096.34,1172.25,1241.24
"1416769_s_at",106.821,200.385,167.614,122.781,192.832,172.64,257.68,193.764,277.286,270.062,284.352,274.903,231.548,283.27,260.496,203.458,205.151,157.736,171.86,211.695
"1416770_at",267.413,421.35,376.885,283.208,560.702,361.589,494.294,349.944,434.922,489.848,559.836,417.378,501.015,401.078,509.75,437.533,397.333,371.247,375.873,419.016
"1416771_at",249.153,372.049,319.078,309.479,470.838,400.496,507.236,396.456,482.492,490.122,528.576,519.051,578.501,499.99,589.401,399.587,387.675,369.515,428.609,415.691
"1416772_at",1750.99,1901.62,1560.99,1362.48,2709.54,1183.55,1676.97,1580.13,1858.63,1973.24,1764.69,1591.07,1843.43,1651.9,1601.65,1471.87,1548.16,1445.42,1565.15,1557.05
"1416773_at",107.554,241.349,170.584,183.144,99.8324,34.9038,107.357,73.6221,122.054,107.542,80.0404,101.133,87.8258,112.419,99.4707,78.6539,85.2531,70.6423,96.9025,143.471
"1416774_at",7.03915,13.5159,22.4391,7.47905,15.3636,15.3917,12.5037,19.9276,21.6968,13.3506,17.2217,5.54325,16.4995,20.4508,16.0458,23.5855,1.30824,6.70463,18.968,8.66411
"1416775_at",112.194,178.906,108.051,112.517,188.355,106.056,99.9095,105.12,147.494,156.007,142.572,115.098,172.277,131.787,129.688,119.154,106.158,82.9205,122.773,96.9839
"1416776_at",4.98052,2.61681,3.45251,1.85178,13.7245,11.5351,15.2563,14.8889,18.5317,15.2034,14.956,19.4634,25.094,18.2641,17.9835,16.4041,9.79953,14.9665,33.644,14.182
"1416777_at",2.23933,7.45016,5.55913,3.08049,4.40267,0.850655,2.99631,2.80437,2.81827,6.1402,3.87198,6.34503,5.4642,3.71601,7.78085,3.54245,3.7631,2.9541,3.51524,3.51801
"1416778_at",148.252,119.823,160.167,132.828,305.975,224.382,282.108,255.258,309.765,339.189,261.33,219.419,229.58,274.129,262.61,227.413,242.397,220.292,317.955,285.543
"1416779_at",26.3752,24.1293,35.3887,25.5169,44.679,67.9818,64.954,77.5058,80.8082,89.2243,51.5194,64.9473,47.9594,71.1609,82.2596,48.3759,52.1779,53.8308,85.4794,35.6804
"1416780_at",86.5667,112.176,111.579,94.1424,142.762,122.894,132.459,128.484,120.413,133.967,178.666,197.446,205.359,169.703,190.57,118.115,134.221,118.546,113.046,111.673
"1416781_at",1.99238,6.15215,3.36045,4.08911,5.7804,18.2971,19.1801,21.1662,13.3829,31.2551,14.9341,10.648,15.3232,6.77795,23.5187,25.6512,1.88667,14.5587,21.8203,3.40089
"1416782_s_at",29.2594,21.3833,32.1078,18.093,40.9815,37.0167,49.6078,32.5315,49.1655,70.6545,60.4277,52.0109,32.2104,58.4852,43.3651,27.0171,16.9759,29.6079,28.367,38.8886
"1416783_at",6.11122,1.10447,6.74835,6.80744,9.85098,7.98557,9.2032,3.2718,1.83181,1.78441,7.30561,1.17231,10.3322,2.35618,7.15134,1.3347,6.41849,5.38037,0.602363,9.29222
"1416784_at",8.93271,1.7559,0.736488,6.3186,6.14131,1.76291,7.14444,0.997828,13.8317,4.69103,13.1832,5.68157,8.1627,12.745,11.7493,10.7461,10.8202,9.89926,13.1056,7.96233
"1416785_at",19.2099,11.4284,13.1911,8.85392,12.5737,14.6466,10.5268,13.782,22.773,13.0029,20.8038,19.633,36.9312,1.64415,23.8821,11.9973,11.4102,12.1165,27.0676,6.75104
"1416786_at",13.9445,11.2144,17.5475,19.0676,18.9676,35.581,41.7411,35.1583,60.3195,52.9606,39.4732,44.5837,51.4221,50.1038,46.3692,31.6139,38.0779,33.4375,43.7057,35.8061
"1416787_at",26.8726,14.2512,25.3361,11.5678,25.4632,22.1103,19.283,23.2284,20.8586,27.2714,29.1311,39.6067,52.3065,41.335,27.2869,9.73235,20.0835,14.5271,24.7393,28.6533
"1416788_a_at",1088.89,1257.26,1104.83,894.02,1390.45,918.722,1135.62,991.598,1159.9,1275.34,1212.18,1215.31,1297.15,1128.41,1275.21,1032.36,913.644,856.509,1060.6,1168.2
"1416789_at",787.891,993.704,912.047,736.242,1104.91,901.946,1066.2,865.934,1165.43,1149.19,1003.74,1083.72,1196.87,946.773,1165.89,895.573,868.739,857.286,1004.16,897.396
"1416790_a_at",204.325,225.37,153.209,174.119,276.391,208.53,214.654,197.311,253.955,255.37,263.721,201.325,253.664,197.76,247.285,209.021,191.597,187.777,198.027,208.029
"1416791_a_at",222.26,275.49,217.697,174.602,432.717,228.414,337.465,221.07,317.512,319.844,336.796,264.042,320.565,297.087,327.925,310.418,268.869,208.125,226.003,337.425
"1416792_at",267.637,313.424,204.033,204.974,414.656,350.143,463.577,299.093,430.128,466.17,446.92,412.051,372.539,450.158,376.343,331.885,303.544,317.222,324.97,372.22
"1416793_at",1841.28,2304.57,1988.93,2119.38,2381.75,1200.3,1415.5,1320.29,1769.92,1669.86,1473.95,1431.4,1787.72,1415.5,1444.11,1405.1,1295.06,1383.28,1392.65,1414.99
"1416794_at",202.304,179.669,208.901,232.897,267.024,191.092,235.72,233.24,318.648,308.856,228.42,272.727,298.961,259.536,228.167,201.603,190.532,230.116,227.658,209.281
"1416795_at",145.99,201.989,246.69,117.078,147.151,242.212,208.172,206.951,206.091,277.201,366.083,194.725,339.162,250.157,202.473,227.393,185.768,283.89,196.14,207.305
"1416796_at",17.2202,28.9726,19.1508,12.6267,48.4464,56.4594,91.4459,45.3183,82.1493,84.3786,83.3645,89.5526,74.0138,113.295,90.8528,51.4975,51.9128,38.8945,57.8451,80.6953
"1416797_at",2.32155,3.55336,8.86924,1.69828,14.6274,1.30005,3.47999,4.19426,5.86869,1.96115,3.95041,3.89564,3.62698,4.45443,2.02845,1.63569,0.89682,2.63917,4.0611,3.15292
"1416798_a_at",18.0645,30.5202,32.3095,17.2435,7.58781,4.77527,24.6926,4.05708,27.1989,38.677,9.54787,23.7506,18.9047,15.3399,14.7553,3.65318,4.12587,2.87387,27.2906,17.1292
"1416799_at",262.2,401.865,279.271,245.369,444.546,521.121,597.852,600.985,853.15,830.858,622.201,677.573,754.998,621.552,790,440.446,505.092,463.597,628.716,526.409
"1416800_at",53.1713,80.8749,95.7481,73.1622,116.431,160.937,173.877,157.536,206.161,208.003,197.73,133.792,164.042,154.132,117.494,108.781,141.939,194.278,161.315,105.736
"1416801_at",158.157,205.091,129.272,77.6932,119.853,204.792,131.247,164.768,199.663,192.007,178.448,191.865,142.189,132.784,272.227,132.28,83.9065,119.588,114.902,108.339
"1416802_a_at",9.7914,14.6698,18.2795,4.23175,14.1665,25.1551,46.9688,15.7098,20.6239,20.4213,26.7638,33.4631,30.6673,34.1581,32.6201,14.0704,10.1266,27.2039,18.8728,40.5671
"1416803_at",32.5313,49.8145,57.0989,41.0702,61.0849,93.8659,99.6099,73.0062,105.012,105.158,102.519,106.595,85.2004,101.924,113.491,63.7184,74.718,60.4016,86.9551,106.552
"1416804_at",8.58028,12.4705,14.2684,17.8332,19.0538,39.8876,53.1588,17.1073,45.88,28.5382,36.0242,40.9578,43.2924,54.7273,47.5575,39.5992,22.1314,25.0101,21.5601,44.5109
"1416805_at",3.78307,9.85871,5.76087,3.92868,0.819951,11.8876,36.9505,9.09897,16.5939,12.451,7.37035,25.8384,9.59512,29.7529,17.2914,12.0394,10.3798,4.99842,19.7993,34.0364
"1416806_at",83.4214,134.37,148.072,130.699,124.624,106.72,91.9894,105.215,150.001,111.199,101.074,110.683,132.143,101.42,144.657,99.5374,85.8457,84.4057,123.455,86.4067
"1416807_at",3207.88,4946.58,3668.87,3572.2,5493.42,3257.91,4585.36,3291.98,5064.08,4915.42,5090.02,4962.06,4903.99,4715.39,5216.57,4129.2,3326.71,3924.52,4329.42,4083.54
"1416808_at",82.9037,67.0541,99.3452,116.071,179.593,269.313,777.011,355.349,555.39,440.178,776.273,783.656,442.128,632.922,620.41,256.902,243.781,267.749,271.839,774.21
"1416809_at",12511.6,12463.6,11600.7,11160.3,13947,11840.4,12565.9,11531.3,12451.1,12699.3,13093.8,12265.9,12423.1,12100.6,12764.4,11456.2,11280.9,11499.3,11034.1,11418.2
"1416810_at",344.201,339.614,264.745,248.581,507.069,370.419,435.227,395.403,508.805,518.059,447.825,471.616,618.994,427.623,564.002,430.354,359.444,325.815,405.473,430.838
"1416811_s_at",69.0278,69.169,86.5751,74.9871,82.9526,115.889,165.527,129.255,119.182,132.599,143.172,117.872,97.6289,167.948,135.78,228.02,86.0289,88.8905,109.462,96.5534
"1416812_at",61.0887,77.1164,79.0217,56.8124,108.254,132.407,176.048,134.215,186.085,162.704,116.561,146.84,162.504,163.461,163.53,110.483,111.85,124.958,125.345,131.727
"1416813_at",23.5847,33.7378,34.1593,21.8708,53.6782,47.3296,62.5743,50.7634,56.8134,49.9862,50.6211,59.0274,50.3553,39.8163,66.9782,44.0745,41.015,40.2738,48.9099,52.5521
"1416814_at",44.9703,54.3108,47.8291,44.782,78.7188,92.985,105.422,98.9997,115.581,121.553,114.055,126.105,131.583,107.217,121.013,65.5293,79.4836,76.1523,86.5222,90.5005
"1416815_s_at",323.733,352.215,316.202,309.753,478.218,361.002,457.667,392.396,474.743,516.673,469.764,450.579,478.527,435.249,444.762,421.253,386.878,335.015,453.707,539.211
"1416816_at",982.649,1103.56,795.077,777.905,1527.86,1044.36,1584.63,1187.36,1582.49,1587.07,1649.21,1559.19,1502.31,1386.27,1454.8,1148.47,1150.2,1155.8,1293.04,1410.86
"1416817_at",67.7189,86.044,59.2496,67.2082,83.0626,81.8713,60.2327,78.1248,82.0958,100.545,67.6647,105.069,128.88,67.4243,113.387,70.0871,80.3601,90.2596,93.2496,72.9989
"1416818_at",45.9748,78.9183,50.3488,58.0157,51.0365,41.2641,73.2735,73.6604,86.4629,63.3163,62.8481,40.662,72.4045,68.3813,78.2309,59.8951,55.8389,66.6028,69.0965,39.9532
"1416819_at",426.407,618.294,546.73,441.238,692.984,633.285,809.643,701.253,874.787,979.924,833.175,793.965,859.756,775.573,843.047,593.042,601.83,620.702,692.22,660.768
"1416820_at",7.21781,2.37995,1.95591,0.763491,13.7775,1.23197,3.77878,1.07384,9.03037,14.1957,10.6996,3.43544,16.2473,3.11163,16.9364,6.68865,2.28825,20.923,11.3148,4.91184
"1416821_at",18.8624,6.16567,1.97051,16.747,28.9923,10.2464,27.6354,23.502,24.8566,18.9327,43.5035,21.114,44.4948,31.1849,14.6558,18.7225,3.89477,23.5949,23.8512,25.4771
"1416822_at",1.17589,1.03843,0.537669,1.06797,1.97508,1.18656,0.948055,1.40128,1.80965,1.11653,1.63549,2.12217,2.00494,1.51564,0.966224,1.48788,1.49267,0.687777,3.72049,4.06763
"1416823_a_at",755.352,961.243,741.162,727.723,1149.58,853.029,1104.34,1018.61,1275.09,1345.24,1226.46,1076.54,1186.64,1081.91,1211.28,866.446,781.87,929.927,910.014,954.354
"1416824_at",230.03,338.153,238.957,227.376,297.962,296.777,240.376,261.361,331.622,373.243,332.598,278.391,377.399,295.424,383.778,292.651,258.533,270.88,344.095,261.224
"1416825_at",120.301,152.251,115.963,73.2471,160.398,116.726,126.961,104.599,164.616,158.158,133.789,141.631,145.234,129.538,185.221,135.306,162.487,103.97,108.471,164.513
"1416826_a_at",210.817,304.482,238.664,208.505,328.634,222.63,274.595,200.456,318.735,363.946,303.478,285.858,337.443,291.689,341.261,235.725,197.598,206.972,207.239,244.584
"1416827_at",19.1373,30.7581,27.6478,32.4277,25.9819,45.2308,114.087,65.8451,81.3143,63.6042,80.9458,117.64,71.7122,107.316,69.7538,67.8925,53.2579,47.2706,48.0369,109.463
"1416828_at",0.521054,6.38755,0.789782,0.611366,0.955069,4.3433,2.48829,7.9016,1.93604,0.705171,0.634053,0.470124,0.402737,0.339786,0.932127,0.382059,0.579469,0.376617,3.57321,1.28764
"1416829_at",4858.59,6343.12,5354.41,5037.01,7406.65,5973.6,5917.32,6139.06,7454.21,7579.76,6417.23,6491.21,7729.96,6368.13,7612.47,5210.95,5240.84,5548.4,6354.15,5012.64
"1416830_at",417.758,722.592,576.246,448.921,679.033,542.453,724.049,557.885,742.649,685.983,823.885,791.252,832.709,761.459,797.802,626.89,591.921,629.892,632.45,699.358
"1416831_at",158.502,264.121,214.266,152.289,226.815,236.451,277.29,219.914,259.762,260.549,285.195,231.381,297.002,284.499,295.227,242.277,222.959,219.848,236.509,231.112
"1416832_at",248.278,282.501,194.042,186.49,342.965,468.5,430.75,526.263,558.384,610.715,659.131,467.709,642.542,523.06,591.905,495.426,430.458,446.865,517.201,418.642
"1416833_at",708.946,1329.54,761.999,553.721,816.577,1087.36,495.77,859.563,731.806,877.893,482.375,502.314,1167.22,616.753,757.338,656.11,1088.35,472.769,1229.43,496.115
"1416834_x_at",1289.53,1559.63,1430.16,1076.33,1812.61,1315.27,1470.46,1463.91,1531.12,1677.9,1592.95,1547.15,1877.69,1510.72,1756.6,1316.74,1371.07,1247.52,1467.47,1353.96
"1416835_s_at",263.712,191.428,156.771,87.2505,233.835,352.803,289.879,373.776,450.009,502.449,349.502,323.958,287.679,324.269,417.084,281.611,235.178,283.963,271.403,305.945
"1416836_at",415.703,498.77,380.952,401.04,624.979,403.636,576.653,380.227,519.191,569.086,704.804,590.885,601.809,550.702,586.013,489.699,447.762,426.234,489.832,493.534
"1416837_at",170.088,226.35,236.285,140.103,333.137,285.154,610.582,330.091,476.298,440.822,664.539,504.392,417.347,470.309,457.627,278.059,225.312,321.406,313.121,441.624
"1416838_at",1479.45,1718.43,1234.29,1296.09,1544.43,1555.34,1465.08,1744.96,1906.28,1977.33,1348.75,1438.99,1660.2,1473.1,1633.39,1522.95,1299.52,1378.3,1802.26,1253.61
"1416839_at",0.220346,0.694885,4.02455,6.11785,9.49018,1.65816,0.822853,7.77606,3.82905,0.439494,7.91577,1.09749,6.73481,2.28292,5.63306,3.97933,0.165885,3.36219,0.229262,0.690471
"1416840_at",95.0059,267.676,181.783,199.147,299.267,446.905,529.276,490.745,371.86,586.343,507.249,514.716,567.747,347.864,580.488,495.135,409.562,375.08,466.293,403.095
"1416841_at",283.178,493.889,349.062,280.891,365.697,350.515,332.991,327.142,377.256,396.78,333.382,346.011,360.572,357.292,410.883,288.512,278.323,275.927,357.271,309.137
"1416842_at",170.769,255.984,227.514,192.963,218.009,218.159,327.557,230.813,312.894,277.898,238.181,283.336,327.408,301.544,320.114,204.345,206.127,218.878,319.399,286.727
"1416843_at",32.8399,37.8109,42.8728,26.1533,47.2984,51.7953,70.8793,56.6707,79.9635,86.2594,60.3764,59.1165,50.052,71.1188,89.1444,40.3617,40.1902,37.004,64.7437,69.206
"1416844_at",28.0074,21.4602,35.7418,39.3479,33.9325,44.1132,89.2149,44.1957,68.5085,56.0037,55.2494,48.4453,33.4326,64.2711,65.3549,54.2487,45.4001,35.9781,42.0825,86.1462
